nohup: 忽略输入
✅ 检测到已有输出文件，尝试读取已处理结果：/home/cuhk/Documents/Test_lx/Find_Paper/ICRA2024_Title_标题_DOI_Abstract_摘要_关键词.csv
   已同步 0 条已处理结果到当前批次。

--- 待处理总行数: 1760 | 新任务数: 1760 ---
✔ 完成 [1579/1760] | 设备: 机械臂 | 标题: GBEC: Geometry-Based Hand-Eye Calibration....
✔ 完成 [1581/1760] | 设备: 其他 | 标题: LB-R2R-Calib: Accurate and Robust Extrinsic Calibration of Multiple Long Baselin...
✔ 完成 [1585/1760] | 设备: 机械臂 | 标题: Collaborative Manipulation of Deformable Objects with Predictive Obstacle Avoida...
✔ 完成 [1587/1760] | 设备: 其他 | 标题: GRF-based Predictive Flocking Control with Dynamic Pattern Formation....
✔ 完成 [1584/1760] | 设备: 其他 | 标题: WiBot 1.0: A Modular Reconfigurable Glass Cleaning Robot for High-rise Buildings...
✔ 完成 [1586/1760] | 设备: 无人机/无人小车 | 标题: ColAG: A Collaborative Air-Ground Framework for Perception-Limited UGVs' Navigat...
✔ 完成 [1589/1760] | 设备: 其他 | 标题: Lightning NeRF: Efficient Hybrid Scene Representation for Autonomous Driving....
✔ 完成 [1590/1760] | 设备: 其他 | 标题: Physical Priors Augmented Event-Based 3D Reconstruction....
✔ 完成 [1588/1760] | 设备: 其他 | 标题: From Bird's-Eye to Street View: Crafting Diverse and Condition-Aligned Images wi...
✔ 完成 [1592/1760] | 设备: 其他 | 标题: NeRF-Enhanced Outpainting for Faithful Field-of-View Extrapolation....
✔ 完成 [1596/1760] | 设备: 无人小车 | 标题: Neural Radiance Fields for Unbounded Lunar Surface Scene....
✔ 完成 [1593/1760] | 设备: 其他 | 标题: DL-PoseNet: A Differential Lightweight Network for Pose Regression over SE(3)....
✔ 完成 [1594/1760] | 设备: 其他 | 标题: Crossway Diffusion: Improving Diffusion-based Visuomotor Policy via Self-supervi...
✔ 完成 [1591/1760] | 设备: 其他 | 标题: SLAM Based on Camera-2D LiDAR Fusion....
✔ 完成 [1595/1760] | 设备: 机械臂 | 标题: Bi-KVIL: Keypoints-based Visual Imitation Learning of Bimanual Manipulation Task...
✔ 完成 [1597/1760] | 设备: 其他 | 标题: SocialGAIL: Faithful Crowd Simulation for Social Robot Navigation....
✔ 完成 [1598/1760] | 设备: 无人小车 | 标题: MuRoSim - A Fast and Efficient Multi-Robot Simulation for Learning-based Navigat...
✔ 完成 [1602/1760] | 设备: 其他 | 标题: SceneControl: Diffusion for Controllable Traffic Scene Generation....
✔ 完成 [1600/1760] | 设备: 其他 | 标题: Hydrodynamic Interactions in Schooling Fish: Prioritizing Real Fish Kinematics O...
✔ 完成 [1603/1760] | 设备: 其他 | 标题: Jade: A Differentiable Physics Engine for Articulated Rigid Bodies with Intersec...
✔ 完成 [1604/1760] | 设备: 无人小车 | 标题: Simulation Modeling of Highly Dynamic Omnidirectional Mobile Robots Based on Rea...
✔ 完成 [1599/1760] | 设备: 其他 | 标题: STARK: A Unified Framework for Strongly Coupled Simulation of Rigid and Deformab...
✔ 完成 [1601/1760] | 设备: 其他 | 标题: OmniLRS: A Photorealistic Simulator for Lunar Robotics....
✔ 完成 [1605/1760] | 设备: 人形机器人 | 标题: Sim-to-Real Learning for Humanoid Box Loco-Manipulation....
✔ 完成 [1606/1760] | 设备: 无人小车 | 标题: Hamiltonian Dynamics Learning from Point Cloud Observations for Nonholonomic Mob...
✔ 完成 [1608/1760] | 设备: 无人小车 | 标题: Pay Attention to How You Drive: Safe and Adaptive Model-Based Reinforcement Lear...
✔ 完成 [1607/1760] | 设备: 无人机 | 标题: Deep Model Predictive Optimization....
✔ 完成 [1610/1760] | 设备: 其他 | 标题: Improving Out-of-Distribution Generalization of Learned Dynamics by Learning Pse...
✔ 完成 [1615/1760] | 设备: 机械臂 | 标题: A Multimodal Handover Failure Detection Dataset and Baselines....
✔ 完成 [1616/1760] | 设备: 其他 | 标题: Introducing CEA-IMSOLD: an Industrial Multi-Scale Object Localization Dataset....
✔ 完成 [1613/1760] | 设备: 其他 | 标题: Exploring the Needle Tip Interaction Force with Retinal Tissue Deformation in Vi...
✔ 完成 [1614/1760] | 设备: 其他 | 标题: PanNote: an Automatic Tool for Panoramic Image Annotation of People's Positions....
✔ 完成 [1611/1760] | 设备: 机械臂 | 标题: Robotic Offline RL from Internet Videos via Value-Function Learning....
✔ 完成 [1609/1760] | 设备: 其他 | 标题: SERL: A Software Suite for Sample-Efficient Robotic Reinforcement Learning....
✔ 完成 [1612/1760] | 设备: 无人小车 | 标题: Learning manipulation of steep granular slopes for fast Mini Rover turning....
✔ 完成 [1618/1760] | 设备: 机械臂 | 标题: Close the Sim2real Gap via Physically-based Structured Light Synthetic Data Simu...
✔ 完成 [1621/1760] | 设备: 其他 | 标题: When Prolog Meets Generative Models: a New Approach for Managing Knowledge and P...
✔ 完成 [1617/1760] | 设备: 其他 | 标题: PointSSC: A Cooperative Vehicle-Infrastructure Point Cloud Benchmark for Semanti...
✔ 完成 [1620/1760] | 设备: 其他 | 标题: RaSim: A Range-aware High-fidelity RGB-D Data Simulation Pipeline for Real-world...
✔ 完成 [1623/1760] | 设备: 无人小车 | 标题: Non-Axiomatic Reasoning for an Autonomous Mobile Robot....
✔ 完成 [1624/1760] | 设备: 机械臂 | 标题: Asynchronous Task Plan Refinement for Multi-Robot Task and Motion Planning....
✔ 完成 [1619/1760] | 设备: 其他 | 标题: RTS-GT: Robotic Total Stations Ground Truthing dataset....
✔ 完成 [1625/1760] | 设备: 无人小车 | 标题: Optimal Planning for Timed Partial Order Specifications....
✔ 完成 [1622/1760] | 设备: 其他 | 标题: HAPFI: History-Aware Planning based on Fused Information....
✔ 完成 [1626/1760] | 设备: 其他 | 标题: Incipient Slip-Based Rotation Measurement via Visuotactile Sensing During In-Han...
✔ 完成 [1630/1760] | 设备: 其他 | 标题: Physics-Encoded Graph Neural Networks for Deformation Prediction under Contact....
✔ 完成 [1631/1760] | 设备: 其他 | 标题: Learning Barrier-Certified Polynomial Dynamical Systems for Obstacle Avoidance w...
✔ 完成 [1627/1760] | 设备: 机械臂 | 标题: Leveraging Compliant Tactile Perception for Haptic Blind Surface Reconstruction....
✔ 完成 [1628/1760] | 设备: 其他 | 标题: Differentiable Compliant Contact Primitives for Estimation and Model Predictive ...
✔ 完成 [1634/1760] | 设备: 其他 | 标题: Learning a Stable Dynamic System with a Lyapunov Energy Function for Demonstrati...
✔ 完成 [1632/1760] | 设备: 其他 | 标题: Domain Adaptation of Visual Policies with a Single Demonstration....
✔ 完成 [1629/1760] | 设备: 其他 | 标题: TacShade: A New 3D-printed Soft Optical Tactile Sensor Based on Light, Shadow an...
✔ 完成 [1633/1760] | 设备: 机械臂 | 标题: Learning Complex Motion Plans using Neural ODEs with Safety and Stability Guaran...
✔ 完成 [1635/1760] | 设备: 其他 | 标题: Robot Interaction Behavior Generation based on Social Motion Forecasting for Hum...
✔ 完成 [1636/1760] | 设备: 其他 | 标题: SPCGC: Scalable Point Cloud Geometry Compression for Machine Vision....
✔ 完成 [1638/1760] | 设备: 其他 | 标题: Physics-Informed Neural Networks for Continuum Robots: Towards Fast Approximatio...
✔ 完成 [1637/1760] | 设备: 其他 | 标题: Safe Deep Policy Adaptation....
✔ 完成 [1641/1760] | 设备: 其他 | 标题: Multi-Agent Strategy Explanations for Human-Robot Collaboration....
✔ 完成 [1642/1760] | 设备: 机械臂 | 标题: Efficient ISO/TS 15066 Compliance through Model Predictive Control....
✔ 完成 [1643/1760] | 设备: 机械臂 | 标题: A Time-Optimal Energy Planner for Safe Human-Robot Collaboration....
✔ 完成 [1640/1760] | 设备: 其他 | 标题: PlanCollabNL: Leveraging Large Language Models for Adaptive Plan Generation in H...
✔ 完成 [1639/1760] | 设备: 机械臂 | 标题: Robust and Dexterous Dual-arm Tele-Cooperation using Adaptable Impedance Control...
✔ 完成 [1645/1760] | 设备: 其他 | 标题: Personality- and Memory-Based Software Framework for Human-Robot Interaction....
✔ 完成 [1644/1760] | 设备: 其他 | 标题: Discuss Before Moving: Visual Language Navigation via Multi-expert Discussions....
✔ 完成 [1646/1760] | 设备: 其他 | 标题: Self-Recovery Prompting: Promptable General Purpose Service Robot System with Fo...
✔ 完成 [1647/1760] | 设备: 其他 | 标题: Autonomous Quilt Spreading for Caregiving Robots....
✔ 完成 [1652/1760] | 设备: 其他 | 标题: LeagTag: An Elongated High-Accuracy Fiducial Marker for Tight Spaces....
✔ 完成 [1651/1760] | 设备: 机械臂 | 标题: Design, Modeling and Analysis of a Spherical Parallel Continuum Manipulator for ...
✔ 完成 [1649/1760] | 设备: 其他 | 标题: Adapting for Calibration Disturbances: A Neural Uncalibrated Visual Servoing Pol...
✔ 完成 [1654/1760] | 设备: 无人小车 | 标题: Toward Mass Customization of a Robot's Morphology Design for Improving Area Cove...
✔ 完成 [1648/1760] | 设备: 其他 | 标题: CNS: Correspondence Encoded Neural Image Servo Policy....
✔ 完成 [1653/1760] | 设备: 其他 | 标题: An Open and Flexible Robot Perception Framework for Mobile Manipulation Tasks....
✔ 完成 [1650/1760] | 设备: 其他 | 标题: ARIS 1.0: An Autonomous Multitasking Medical Service Robot for Hospital Environm...
✔ 完成 [1655/1760] | 设备: 其他 | 标题: Leaf-Inspired FSR Array and Insole-Type Sensor Module for Mobile Three-Dimension...
✔ 完成 [1656/1760] | 设备: 其他 | 标题: Human-Exoskeleton Locomotion Interaction Experience Transfer: Speeding up and Im...
✔ 完成 [1658/1760] | 设备: 其他 | 标题: A Novel Funnel-Based L1 Adaptive Fuzzy Approach for the Control Of An Actuated A...
✔ 完成 [1660/1760] | 设备: 机械臂 | 标题: CITR: A Coordinate-Invariant Task Representation for Robotic Manipulation....
✔ 完成 [1659/1760] | 设备: 其他 | 标题: Pneumatic Back Exoskeleton for Lifting Posture Detection and Correction....
✔ 完成 [1657/1760] | 设备: 其他 | 标题: Design of a Knee-joint Exoskeleton to Reduce Misalignment in Both the Sagittal a...
✔ 完成 [1662/1760] | 设备: 其他 | 标题: What Do We Learn from a Large-Scale Study of Pre-Trained Visual Representations ...
✔ 完成 [1664/1760] | 设备: 其他 | 标题: Point Cloud Models Improve Visual Robustness in Robotic Learners....
✔ 完成 [1663/1760] | 设备: 其他 | 标题: L-DYNO: Framework to Learn Consistent Visual Features Using Robot's Motion....
✔ 完成 [1661/1760] | 设备: 其他 | 标题: SlotGNN: Unsupervised Discovery of Multi-Object Representations and Visual Dynam...
✔ 完成 [1665/1760] | 设备: 其他 | 标题: HIO-SDF: Hierarchical Incremental Online Signed Distance Fields....
✔ 完成 [1666/1760] | 设备: 其他 | 标题: Recasting Generic Pretrained Vision Transformers As Object-Centric Scene Encoder...
✔ 完成 [1668/1760] | 设备: 其他 | 标题: Fully Distributed Shape Sensing of a Flexible Surgical Needle Using Optical Freq...
✔ 完成 [1671/1760] | 设备: 其他 | 标题: CoBRA: A Composable Benchmark for Robotics Applications....
✔ 完成 [1667/1760] | 设备: 其他 | 标题: Iterative PnP and its application in 3D-2D vascular image registration for robot...
✔ 完成 [1669/1760] | 设备: 其他 | 标题: MoRC - A Modular Robot Controller....
✔ 完成 [1670/1760] | 设备: 其他 | 标题: Enabling the Deployment of Any-Scale Robotic Applications in Microservice Archit...
✔ 完成 [1675/1760] | 设备: 机械臂 | 标题: A Method for Multi-Robot Asynchronous Trajectory Execution in MoveIt2....
✔ 完成 [1674/1760] | 设备: 机械臂 | 标题: Toward Automated Programming for Robotic Assembly Using ChatGPT....
✔ 完成 [1672/1760] | 设备: 其他 | 标题: GSL-Bench: High Fidelity Gas Source Localization Benchmarking Tool....
✔ 完成 [1673/1760] | 设备: 机械臂 | 标题: Cook2LTL: Translating Cooking Recipes to LTL Formulae using Large Language Model...
✔ 完成 [1676/1760] | 设备: 无人小车 | 标题: Improving the ROS 2 Navigation Stack with Real-Time Local Costmap Updates for Ag...
✔ 完成 [1678/1760] | 设备: 其他 | 标题: Robotic capillary insertion to the Xenopus oocyte using microscopic image analys...
✔ 完成 [1680/1760] | 设备: 其他 | 标题: Automated Sperm Immobilization with a Clinically-Compatible and Compact XYZ Stag...
✔ 完成 [1677/1760] | 设备: 其他 | 标题: Automated Non-invasive Analysis of Motile Sperms Using Cross-scale Guidance Netw...
✔ 完成 [1682/1760] | 设备: 其他 | 标题: Fast Photoacoustic Microscopy with Robot Controlled Microtrajectory Optimization...
✔ 完成 [1681/1760] | 设备: 其他 | 标题: Automated Sperm Morphology Analysis Based on Instance-Aware Part Segmentation....
✔ 完成 [1679/1760] | 设备: 其他 | 标题: Robotic Mosaic Atomic Force Microscopy Through Sequential Imaging and Multiview ...
✔ 完成 [1683/1760] | 设备: 其他 | 标题: Acoustically Driven Micropipette for Hydrodynamic Manipulation of Mouse Oocytes....
✔ 完成 [1684/1760] | 设备: 其他 | 标题: Remote Control of Untethered Magnetic Robots within a Lumen using X-Ray-Guided R...
✔ 完成 [1685/1760] | 设备: 机械臂 | 标题: TELESIM: A Modular and Plug-and-Play Framework for Robotic Arm Teleoperation usi...
✔ 完成 [1686/1760] | 设备: 其他 | 标题: SPOTS: Stable Placement of Objects with Reasoning in Semi-Autonomous Teleoperati...
✔ 完成 [1687/1760] | 设备: 机械臂 | 标题: Online Minimization of the Robot Silhouette Viewed From Eye-to-Hand Camera....
✔ 完成 [1688/1760] | 设备: 无人机 | 标题: iRoCo: Intuitive Robot Control From Anywhere Using a Smartwatch....
✔ 完成 [1689/1760] | 设备: 其他 | 标题: Integrating Open-World Shared Control in Immersive Avatars....
✔ 完成 [1690/1760] | 设备: 机械臂 | 标题: Hierarchical Deep Learning for Intention Estimation of Teleoperation Manipulatio...
✔ 完成 [1691/1760] | 设备: 无人机 | 标题: 3D Autocomplete: Enhancing UAV Teleoperation with AI in the Loop....
✔ 完成 [1693/1760] | 设备: 无人机 | 标题: Flow Shadowing: A Method to Detect Multiple Flow Headings using an Array of Dens...
✔ 完成 [1692/1760] | 设备: 无人机 | 标题: Control-Barrier-Aided Teleoperation with Visual-Inertial SLAM for Safe MAV Navig...
✔ 完成 [1694/1760] | 设备: 无人机 | 标题: APACE: Agile and Perception-aware Trajectory Generation for Quadrotor Flights....
✔ 完成 [1695/1760] | 设备: 无人机 | 标题: End-to-End Thermal Updraft Detection and Estimation for Autonomous Soaring Using...
✔ 完成 [1697/1760] | 设备: 其他 | 标题: N-QR: Natural Quick Response Codes for Multi-Robot Instance Correspondence....
✔ 完成 [1698/1760] | 设备: 机械臂 | 标题: Containerized Vertical Farming Using Cobots....
✔ 完成 [1696/1760] | 设备: 无人机 | 标题: SANet: Small but Accurate Detector for Aerial Flying Object....
✔ 完成 [1700/1760] | 设备: 无人小车 | 标题: Region-determined localization method for unmanned ground vehicle under pole-lik...
✔ 完成 [1699/1760] | 设备: 机械臂 | 标题: Log Loading Automation for Timber-Harvesting Industry....
✔ 完成 [1701/1760] | 设备: 其他 | 标题: Tree Instance Segmentation and Traits Estimation for Forestry Environments Explo...
✔ 完成 [1702/1760] | 设备: 其他 | 标题: Automated Testing of Spatially-Dependent Environmental Hypotheses through Active...
✔ 完成 [1703/1760] | 设备: 其他 | 标题: Decentralized multi-phase formation control for cattle herding....
✔ 完成 [1706/1760] | 设备: 其他 | 标题: Dusk Till Dawn: Self-supervised Nighttime Stereo Depth Estimation using Visual F...
✔ 完成 [1707/1760] | 设备: 其他 | 标题: SiLVR: Scalable Lidar-Visual Reconstruction with Neural Radiance Fields for Robo...
✔ 完成 [1705/1760] | 设备: 其他 | 标题: OCC-VO: Dense Mapping via 3D Occupancy-Based Visual Odometry for Autonomous Driv...
✔ 完成 [1708/1760] | 设备: 其他 | 标题: LESS-Map: Lightweight and Evolving Semantic Map in Parking Lots for Long-term Se...
